
199.999542  0  0  +1.907349e-05
199.999542  0  1  +1.525879e-05
199.999542  0  2  +2.288818e-05
199.999542  0  3  +4.196167e-05
199.999542  0  4  +6.866455e-05
199.999542  0  5  +4.959106e-05
199.999542  0  6  +4.196167e-05
199.999542  0  7  +6.866455e-05
199.999542  0  8  +9.536743e-05
199.999542  0  9  +8.392334e-05
199.999542  0  10  +9.155273e-05
199.999542  0  11  +1.258850e-04
199.999542  0  12  +1.296997e-04
199.999542  0  13  +1.296997e-04
199.999542  0  14  +1.564026e-04
199.999542  0  15  +1.335144e-04

199.999542  1  0  +2.250671e-04
199.999542  1  1  +2.593994e-04
199.999542  1  2  +2.861023e-04
199.999542  1  3  +2.670288e-04
199.999542  1  4  +3.547668e-04
199.999542  1  5  +3.395081e-04
199.999542  1  6  +3.738403e-04
199.999542  1  7  +4.615784e-04
199.999542  1  8  +4.539490e-04
199.999542  1  9  +5.569458e-04
199.999542  1  10  +5.569458e-04
199.999542  1  11  +6.561279e-04
199.999542  1  12  +6.065369e-04
199.999542  1  13  +7.438660e-04
199.999542  1  14  +8.621216e-04
199.999542  1  15  +9.498596e-04

199.999542  2  0  +9.002686e-04
199.999542  2  1  +1.018524e-03
199.999542  2  2  +9.155273e-04
199.999542  2  3  +1.045227e-03
199.999542  2  4  +1.262665e-03
199.999542  2  5  +1.228333e-03
199.999542  2  6  +1.239777e-03
199.999542  2  7  +1.354218e-03
199.999542  2  8  +1.632690e-03
199.999542  2  9  +1.659393e-03
199.999542  2  10  +1.556396e-03
199.999542  2  11  +1.564026e-03
199.999542  2  12  +1.689911e-03
199.999542  2  13  +1.777649e-03
199.999542  2  14  +1.953125e-03
199.999542  2  15  +1.983643e-03

199.999542  3  0  +1.815796e-03
199.999542  3  1  +1.899719e-03
199.999542  3  2  +1.956940e-03
199.999542  3  3  +1.697540e-03
199.999542  3  4  +1.838684e-03
199.999542  3  5  +2.010345e-03
199.999542  3  6  +1.899719e-03
199.999542  3  7  +1.911163e-03
199.999542  3  8  +1.964569e-03
199.999542  3  9  +2.014160e-03
199.999542  3  10  +2.105713e-03
199.999542  3  11  +2.223969e-03
199.999542  3  12  +2.235413e-03
199.999542  3  13  +2.571106e-03
199.999542  3  14  +2.487183e-03
199.999542  3  15  +2.502441e-03

199.999542  4  0  +2.658844e-03
199.999542  4  1  +2.647400e-03
199.999542  4  2  +2.674103e-03
199.999542  4  3  +2.597809e-03
199.999542  4  4  +2.742767e-03
199.999542  4  5  +2.643585e-03
199.999542  4  6  +2.784729e-03
199.999542  4  7  +2.803802e-03
199.999542  4  8  +2.910614e-03
199.999542  4  9  +3.028870e-03
199.999542  4  10  +3.311157e-03
199.999542  4  11  +3.219604e-03
199.999542  4  12  +3.196716e-03
199.999542  4  13  +3.234863e-03
199.999542  4  14  +3.295898e-03
199.999542  4  15  +3.448486e-03

199.999542  5  0  +3.459930e-03
199.999542  5  1  +3.459930e-03
199.999542  5  2  +3.734589e-03
199.999542  5  3  +3.894806e-03
199.999542  5  4  +3.898621e-03
199.999542  5  5  +4.455566e-03
199.999542  5  6  +4.356384e-03
199.999542  5  7  +4.341125e-03
199.999542  5  8  +4.352570e-03
199.999542  5  9  +4.497528e-03
199.999542  5  10  +4.592896e-03
199.999542  5  11  +4.955292e-03
199.999542  5  12  +5.226135e-03
199.999542  5  13  +5.210876e-03
199.999542  5  14  +4.673004e-03
199.999542  5  15  +5.249023e-03

199.999542  6  0  +5.245209e-03
199.999542  6  1  +5.439758e-03
199.999542  6  2  +5.485535e-03
199.999542  6  3  +5.554199e-03
199.999542  6  4  +5.546570e-03
199.999542  6  5  +5.504608e-03
199.999542  6  6  +5.455017e-03
199.999542  6  7  +5.401611e-03
199.999542  6  8  +5.516052e-03
199.999542  6  9  +5.611420e-03
199.999542  6  10  +5.432129e-03
199.999542  6  11  +5.825043e-03
199.999542  6  12  +5.756378e-03
199.999542  6  13  +5.905151e-03
199.999542  6  14  +5.569458e-03
199.999542  6  15  +5.737305e-03

199.999542  7  0  +5.241394e-03
199.999542  7  1  +5.519867e-03
199.999542  7  2  +5.226135e-03
199.999542  7  3  +5.416870e-03
199.999542  7  4  +5.405426e-03
199.999542  7  5  +5.332947e-03
199.999542  7  6  +5.489349e-03
199.999542  7  7  +5.359650e-03
199.999542  7  8  +5.439758e-03
199.999542  7  9  +5.241394e-03
199.999542  7  10  +5.550385e-03
199.999542  7  11  +5.432129e-03
199.999542  7  12  +5.481720e-03
199.999542  7  13  +5.416870e-03
199.999542  7  14  +5.252838e-03
199.999542  7  15  +4.924774e-03

199.999542  8  0  +4.875183e-03
199.999542  8  1  +4.730225e-03
199.999542  8  2  +4.882812e-03
199.999542  8  3  +5.050659e-03
199.999542  8  4  +4.653931e-03
199.999542  8  5  +4.646301e-03
199.999542  8  6  +4.962921e-03
199.999542  8  7  +4.783630e-03
199.999542  8  8  +4.859924e-03
199.999542  8  9  +5.165100e-03
199.999542  8  10  +5.229950e-03
199.999542  8  11  +5.115509e-03
199.999542  8  12  +5.416870e-03
199.999542  8  13  +5.142212e-03
199.999542  8  14  +5.702972e-03
199.999542  8  15  +5.664825e-03

199.999542  9  0  +5.901337e-03
199.999542  9  1  +6.118774e-03
199.999542  9  2  +6.206512e-03
199.999542  9  3  +6.710052e-03
199.999542  9  4  +6.767273e-03
199.999542  9  5  +7.244110e-03
199.999542  9  6  +7.476807e-03
199.999542  9  7  +7.377625e-03
199.999542  9  8  +7.514954e-03
199.999542  9  9  +7.732391e-03
199.999542  9  10  +7.865906e-03
199.999542  9  11  +7.968903e-03
199.999542  9  12  +7.995605e-03
199.999542  9  13  +8.239746e-03
199.999542  9  14  +8.483887e-03
199.999542  9  15  +8.872986e-03

199.999542  10  0  +8.914948e-03
199.999542  10  1  +8.876801e-03
199.999542  10  2  +9.643555e-03
199.999542  10  3  +9.990692e-03
199.999542  10  4  +9.704590e-03
199.999542  10  5  +9.658813e-03
199.999542  10  6  +9.834290e-03
199.999542  10  7  +1.037216e-02
199.999542  10  8  +1.033020e-02
199.999542  10  9  +1.021194e-02
199.999542  10  10  +1.016998e-02
199.999542  10  11  +1.024628e-02
199.999542  10  12  +1.016617e-02
199.999542  10  13  +9.834290e-03
199.999542  10  14  +9.716034e-03
199.999542  10  15  +9.799957e-03

199.999542  11  0  +9.773254e-03
199.999542  11  1  +1.039505e-02
199.999542  11  2  +1.057816e-02
199.999542  11  3  +1.018143e-02
199.999542  11  4  +1.032639e-02
199.999542  11  5  +1.015091e-02
199.999542  11  6  +9.727478e-03
199.999542  11  7  +9.521484e-03
199.999542  11  8  +9.716034e-03
199.999542  11  9  +9.872437e-03
199.999542  11  10  +9.986877e-03
199.999542  11  11  +9.532928e-03
199.999542  11  12  +9.376526e-03
199.999542  11  13  +8.892059e-03
199.999542  11  14  +8.823395e-03
199.999542  11  15  +8.460999e-03

199.999542  12  0  +8.045197e-03
199.999542  12  1  +8.205414e-03
199.999542  12  2  +7.801056e-03
199.999542  12  3  +7.682800e-03
199.999542  12  4  +7.061005e-03
199.999542  12  5  +6.496429e-03
199.999542  12  6  +6.443024e-03
199.999542  12  7  +5.783081e-03
199.999542  12  8  +5.218506e-03
199.999542  12  9  +5.062103e-03
199.999542  12  10  +4.688263e-03
199.999542  12  11  +4.570007e-03
199.999542  12  12  +4.123688e-03
199.999542  12  13  +3.799438e-03
199.999542  12  14  +3.509521e-03
199.999542  12  15  +3.372192e-03

199.999542  13  0  +2.983093e-03
199.999542  13  1  +2.937317e-03
199.999542  13  2  +2.536774e-03
199.999542  13  3  +2.384186e-03
199.999542  13  4  +2.342224e-03
199.999542  13  5  +2.052307e-03
199.999542  13  6  +2.017975e-03
199.999542  13  7  +1.605988e-03
199.999542  13  8  +1.644135e-03
199.999542  13  9  +1.518250e-03
199.999542  13  10  +1.502991e-03
199.999542  13  11  +1.369476e-03
199.999542  13  12  +1.369476e-03
199.999542  13  13  +1.052856e-03
199.999542  13  14  +1.136780e-03
199.999542  13  15  +9.574890e-04

199.999542  14  0  +9.155273e-04
199.999542  14  1  +8.316040e-04
199.999542  14  2  +7.209778e-04
199.999542  14  3  +7.858276e-04
199.999542  14  4  +6.408691e-04
199.999542  14  5  +7.629395e-04
199.999542  14  6  +7.934570e-04
199.999542  14  7  +5.035400e-04
199.999542  14  8  +3.929138e-04
199.999542  14  9  +2.975464e-04
199.999542  14  10  +3.166199e-04
199.999542  14  11  +2.670288e-04
199.999542  14  12  +2.861023e-04
199.999542  14  13  +1.983643e-04
199.999542  14  14  +1.258850e-04
199.999542  14  15  +1.373291e-04

199.999542  15  0  +1.296997e-04
199.999542  15  1  +1.564026e-04
199.999542  15  2  +1.525879e-04
199.999542  15  3  +9.918213e-05
199.999542  15  4  +1.029968e-04
199.999542  15  5  +8.773804e-05
199.999542  15  6  +7.247925e-05
199.999542  15  7  +8.773804e-05
199.999542  15  8  +5.340576e-05
199.999542  15  9  +5.340576e-05
199.999542  15  10  +3.433228e-05
199.999542  15  11  +4.577637e-05
199.999542  15  12  +3.433228e-05
199.999542  15  13  +2.288818e-05
199.999542  15  14  +2.670288e-05
199.999542  15  15  +2.670288e-05

