
200.007614  0  0  +2.441406e-04
200.007614  0  1  +2.441406e-04
200.007614  0  2  +0.000000e+00
200.007614  0  3  +2.441406e-04
200.007614  0  4  +0.000000e+00
200.007614  0  5  +0.000000e+00
200.007614  0  6  +7.324219e-04
200.007614  0  7  +4.882812e-04
200.007614  0  8  +4.882812e-04
200.007614  0  9  +4.882812e-04
200.007614  0  10  +7.324219e-04
200.007614  0  11  +7.324219e-04
200.007614  0  12  +2.441406e-04
200.007614  0  13  +2.441406e-04
200.007614  0  14  +7.324219e-04
200.007614  0  15  +7.324219e-04

200.007614  1  0  +9.765625e-04
200.007614  1  1  +7.324219e-04
200.007614  1  2  +9.765625e-04
200.007614  1  3  +2.197266e-03
200.007614  1  4  +1.953125e-03
200.007614  1  5  +1.220703e-03
200.007614  1  6  +2.197266e-03
200.007614  1  7  +2.685547e-03
200.007614  1  8  +2.685547e-03
200.007614  1  9  +3.173828e-03
200.007614  1  10  +1.220703e-03
200.007614  1  11  +4.150391e-03
200.007614  1  12  +5.126953e-03
200.007614  1  13  +1.953125e-03
200.007614  1  14  +3.417969e-03
200.007614  1  15  +3.662109e-03

200.007614  2  0  +4.638672e-03
200.007614  2  1  +5.615234e-03
200.007614  2  2  +6.103516e-03
200.007614  2  3  +5.126953e-03
200.007614  2  4  +5.859375e-03
200.007614  2  5  +6.591797e-03
200.007614  2  6  +7.568359e-03
200.007614  2  7  +7.324219e-03
200.007614  2  8  +8.056641e-03
200.007614  2  9  +7.568359e-03
200.007614  2  10  +8.056641e-03
200.007614  2  11  +9.033203e-03
200.007614  2  12  +9.277344e-03
200.007614  2  13  +8.789062e-03
200.007614  2  14  +9.765625e-03
200.007614  2  15  +8.056641e-03

200.007614  3  0  +1.147461e-02
200.007614  3  1  +1.464844e-02
200.007614  3  2  +1.171875e-02
200.007614  3  3  +1.318359e-02
200.007614  3  4  +1.171875e-02
200.007614  3  5  +1.171875e-02
200.007614  3  6  +1.196289e-02
200.007614  3  7  +1.123047e-02
200.007614  3  8  +9.521484e-03
200.007614  3  9  +1.147461e-02
200.007614  3  10  +1.464844e-02
200.007614  3  11  +1.293945e-02
200.007614  3  12  +1.342773e-02
200.007614  3  13  +1.196289e-02
200.007614  3  14  +1.171875e-02
200.007614  3  15  +1.318359e-02

200.007614  4  0  +9.277344e-03
200.007614  4  1  +1.440430e-02
200.007614  4  2  +9.277344e-03
200.007614  4  3  +7.080078e-03
200.007614  4  4  +9.277344e-03
200.007614  4  5  +1.098633e-02
200.007614  4  6  +1.171875e-02
200.007614  4  7  +8.300781e-03
200.007614  4  8  +9.521484e-03
200.007614  4  9  +1.025391e-02
200.007614  4  10  +8.789062e-03
200.007614  4  11  +1.123047e-02
200.007614  4  12  +7.324219e-03
200.007614  4  13  +7.812500e-03
200.007614  4  14  +8.789062e-03
200.007614  4  15  +6.347656e-03

200.007614  5  0  +8.056641e-03
200.007614  5  1  +6.591797e-03
200.007614  5  2  +6.591797e-03
200.007614  5  3  +8.056641e-03
200.007614  5  4  +4.150391e-03
200.007614  5  5  +6.103516e-03
200.007614  5  6  +7.568359e-03
200.007614  5  7  +5.615234e-03
200.007614  5  8  +4.882812e-03
200.007614  5  9  +5.615234e-03
200.007614  5  10  +5.859375e-03
200.007614  5  11  +7.080078e-03
200.007614  5  12  +6.347656e-03
200.007614  5  13  +4.882812e-03
200.007614  5  14  +4.150391e-03
200.007614  5  15  +3.906250e-03

200.007614  6  0  +3.662109e-03
200.007614  6  1  +4.882812e-03
200.007614  6  2  +3.662109e-03
200.007614  6  3  +3.662109e-03
200.007614  6  4  +5.126953e-03
200.007614  6  5  +2.929688e-03
200.007614  6  6  +2.929688e-03
200.007614  6  7  +2.929688e-03
200.007614  6  8  +3.662109e-03
200.007614  6  9  +4.882812e-03
200.007614  6  10  +5.126953e-03
